Image,IsFace
annotated_data\Non_face\image512.jpg,0.0
annotated_data\Non_face\image513.jpg,0.0
annotated_data\Non_face\image514.jpg,0.0
annotated_data\Non_face\image515.jpg,0.0
annotated_data\Non_face\image516.jpg,0.0
annotated_data\Non_face\image517.jpg,0.0
annotated_data\Non_face\image518.jpg,0.0
annotated_data\Non_face\image519.jpg,0.0
annotated_data\Non_face\image52.jpg,0.0
annotated_data\Non_face\image520.jpg,0.0
annotated_data\Non_face\image521.jpg,0.0
annotated_data\Non_face\image522.jpg,0.0
annotated_data\Non_face\image523.jpg,0.0
annotated_data\Non_face\image524.jpg,0.0
annotated_data\Non_face\image525.jpg,0.0
annotated_data\Non_face\image526.jpg,0.0
annotated_data\Non_face\image527.jpg,0.0
annotated_data\Non_face\image528.jpg,0.0
annotated_data\Non_face\image529.jpg,0.0
annotated_data\Non_face\image53.jpg,0.0
annotated_data\Non_face\image530.jpg,0.0
annotated_data\Non_face\image531.jpg,0.0
annotated_data\Non_face\image532.jpg,0.0
annotated_data\Non_face\image533.jpg,0.0
annotated_data\Non_face\image534.jpg,0.0
annotated_data\Non_face\image535.jpg,0.0
annotated_data\Non_face\image536.jpg,0.0
annotated_data\Non_face\image537.jpg,0.0
annotated_data\Non_face\image538.jpg,0.0
annotated_data\Non_face\image539.jpg,0.0
annotated_data\Non_face\image54.jpg,0.0
annotated_data\Non_face\image540.jpg,0.0
annotated_data\Non_face\image541.jpg,0.0
annotated_data\Non_face\image542.jpg,0.0
annotated_data\Non_face\image543.jpg,0.0
annotated_data\Non_face\image544.jpg,0.0
annotated_data\Non_face\image545.jpg,0.0
annotated_data\Non_face\image546.jpg,0.0
annotated_data\Non_face\image547.jpg,0.0
annotated_data\Non_face\image548.jpg,0.0
annotated_data\Non_face\image549.jpg,0.0
annotated_data\Non_face\image55.jpg,0.0
annotated_data\Non_face\image550.jpg,0.0
annotated_data\Non_face\image551.jpg,0.0
annotated_data\Non_face\image552.jpg,0.0
annotated_data\Non_face\image553.jpg,0.0
annotated_data\Non_face\image554.jpg,0.0
annotated_data\Non_face\image555.jpg,0.0
annotated_data\Non_face\image556.jpg,0.0
annotated_data\Non_face\image557.jpg,0.0
annotated_data\Non_face\image558.jpg,0.0
annotated_data\Non_face\image559.jpg,0.0
annotated_data\Non_face\image56.jpg,0.0
annotated_data\Non_face\image560.jpg,0.0
annotated_data\Non_face\image561.jpg,0.0
annotated_data\Non_face\image562.jpg,0.0
annotated_data\Non_face\image563.jpg,0.0
annotated_data\Non_face\image564.jpg,0.0
annotated_data\Non_face\image565.jpg,0.0
annotated_data\Non_face\image566.jpg,0.0
annotated_data\Non_face\image567.jpg,0.0
annotated_data\Non_face\image568.jpg,0.0
annotated_data\Non_face\image569.jpg,0.0
annotated_data\Non_face\image57.jpg,0.0
annotated_data\Non_face\image570.jpg,0.0
annotated_data\Non_face\image571.jpg,0.0
annotated_data\Non_face\image572.jpg,0.0
annotated_data\Non_face\image573.jpg,0.0
annotated_data\Non_face\image574.jpg,0.0
annotated_data\Non_face\image575.jpg,0.0
annotated_data\Non_face\image576.jpg,0.0
annotated_data\Non_face\image577.jpg,0.0
annotated_data\Non_face\image578.jpg,0.0
annotated_data\Non_face\image579.jpg,0.0
annotated_data\Non_face\image58.jpg,0.0
annotated_data\Non_face\image580.jpg,0.0
annotated_data\Non_face\image581.jpg,0.0
annotated_data\Non_face\image582.jpg,0.0
annotated_data\Non_face\image583.jpg,0.0
annotated_data\Non_face\image584.jpg,0.0
annotated_data\Non_face\image585.jpg,0.0
annotated_data\Non_face\image586.jpg,0.0
annotated_data\Non_face\image587.jpg,0.0
annotated_data\Non_face\image588.jpg,0.0
annotated_data\Non_face\image589.jpg,0.0
annotated_data\Non_face\image59.jpg,0.0
annotated_data\Non_face\image590.jpg,0.0
annotated_data\Non_face\image591.jpg,0.0
annotated_data\Non_face\image592.jpg,0.0
annotated_data\Non_face\image593.jpg,0.0
annotated_data\Non_face\image594.jpg,0.0
annotated_data\Non_face\image595.jpg,0.0
annotated_data\Non_face\image596.jpg,0.0
annotated_data\Non_face\image597.jpg,0.0
annotated_data\Non_face\image598.jpg,0.0
annotated_data\Non_face\image599.jpg,0.0
annotated_data\Non_face\image6.jpg,0.0
annotated_data\Non_face\image60.jpg,0.0
annotated_data\Non_face\image600.jpg,0.0
annotated_data\Non_face\image601.jpg,0.0
annotated_data\Non_face\image602.jpg,0.0
annotated_data\Non_face\image603.jpg,0.0
annotated_data\Non_face\image604.jpg,0.0
annotated_data\Non_face\image605.jpg,0.0
annotated_data\Non_face\image606.jpg,0.0
annotated_data\Non_face\image607.jpg,0.0
annotated_data\Non_face\image608.jpg,0.0
annotated_data\Non_face\image609.jpg,0.0
annotated_data\Non_face\image61.jpg,0.0
annotated_data\Non_face\image610.jpg,0.0
annotated_data\Non_face\image611.jpg,0.0
annotated_data\Non_face\image612.jpg,0.0
annotated_data\Non_face\image613.jpg,0.0
annotated_data\Non_face\image614.jpg,0.0
annotated_data\Non_face\image615.jpg,0.0
annotated_data\Non_face\image616.jpg,0.0
annotated_data\Non_face\image617.jpg,0.0
annotated_data\Non_face\image618.jpg,0.0
annotated_data\Non_face\image619.jpg,0.0
annotated_data\Non_face\image62.jpg,0.0
annotated_data\Non_face\image620.jpg,0.0
annotated_data\Non_face\image621.jpg,0.0
annotated_data\Non_face\image622.jpg,0.0
annotated_data\Non_face\image623.jpg,0.0
annotated_data\Non_face\image624.jpg,0.0
annotated_data\Non_face\image625.jpg,0.0
annotated_data\Non_face\image626.jpg,0.0
annotated_data\Non_face\image627.jpg,0.0
annotated_data\Non_face\image628.jpg,0.0
annotated_data\Non_face\image629.jpg,0.0
annotated_data\Non_face\image63.jpg,0.0
annotated_data\Non_face\image630.jpg,0.0
annotated_data\Non_face\image631.jpg,0.0
annotated_data\Non_face\image632.jpg,0.0
annotated_data\Non_face\image633.jpg,0.0
annotated_data\Non_face\image634.jpg,0.0
annotated_data\Non_face\image635.jpg,0.0
annotated_data\Non_face\image636.jpg,0.0
annotated_data\Non_face\image637.jpg,0.0
annotated_data\Non_face\image638.jpg,0.0
annotated_data\Non_face\image639.jpg,0.0
annotated_data\Non_face\image64.jpg,0.0
annotated_data\Non_face\image640.jpg,0.0
annotated_data\Non_face\image641.jpg,0.0
annotated_data\Non_face\image642.jpg,0.0
annotated_data\Non_face\image643.jpg,0.0
annotated_data\Non_face\image644.jpg,0.0
annotated_data\Non_face\image645.jpg,0.0
annotated_data\Non_face\image646.jpg,0.0
annotated_data\Non_face\image647.jpg,0.0
annotated_data\Non_face\image648.jpg,0.0
annotated_data\Non_face\image649.jpg,0.0
annotated_data\Non_face\image65.jpg,0.0
annotated_data\Non_face\image650.jpg,0.0
annotated_data\Non_face\image651.jpg,0.0
annotated_data\Non_face\image652.jpg,0.0
annotated_data\Non_face\image653.jpg,0.0
annotated_data\Non_face\image654.jpg,0.0
annotated_data\Non_face\image655.jpg,0.0
annotated_data\Non_face\image656.jpg,0.0
annotated_data\Non_face\image657.jpg,0.0
annotated_data\Non_face\image658.jpg,0.0
annotated_data\Non_face\image659.jpg,0.0
annotated_data\Non_face\image66.jpg,0.0
annotated_data\Non_face\image660.jpg,0.0
annotated_data\Non_face\image661.jpg,0.0
annotated_data\Non_face\image662.jpg,0.0
annotated_data\Non_face\image663.jpg,0.0
annotated_data\Non_face\image664.jpg,0.0
annotated_data\Non_face\image665.jpg,0.0
annotated_data\Non_face\image666.jpg,0.0
annotated_data\Non_face\image667.jpg,0.0
annotated_data\Non_face\image668.jpg,0.0
annotated_data\Non_face\image669.jpg,0.0
annotated_data\Non_face\image67.jpg,0.0
annotated_data\Non_face\image670.jpg,0.0
annotated_data\Non_face\image671.jpg,0.0
annotated_data\Non_face\image672.jpg,0.0
annotated_data\Non_face\image673.jpg,0.0
annotated_data\Non_face\image674.jpg,0.0
annotated_data\Non_face\image675.jpg,0.0
annotated_data\Non_face\image676.jpg,0.0
annotated_data\Non_face\image677.jpg,0.0
annotated_data\Non_face\image678.jpg,0.0
annotated_data\Non_face\image679.jpg,0.0
annotated_data\Non_face\image68.jpg,0.0
annotated_data\Non_face\image680.jpg,0.0
annotated_data\Non_face\image681.jpg,0.0
annotated_data\Non_face\image682.jpg,0.0
annotated_data\Non_face\image683.jpg,0.0
annotated_data\Non_face\image684.jpg,0.0
annotated_data\Non_face\image685.jpg,0.0
annotated_data\Non_face\image686.jpg,0.0
annotated_data\Non_face\image687.jpg,0.0
annotated_data\Non_face\image688.jpg,0.0
annotated_data\Non_face\image689.jpg,0.0
annotated_data\Non_face\image69.jpg,0.0
annotated_data\Non_face\image690.jpg,0.0
annotated_data\Non_face\image691.jpg,0.0
annotated_data\Non_face\image692.jpg,0.0
annotated_data\Non_face\image693.jpg,0.0
annotated_data\Non_face\image694.jpg,0.0
annotated_data\Non_face\image695.jpg,0.0
annotated_data\Non_face\image696.jpg,0.0
annotated_data\Non_face\image697.jpg,0.0
annotated_data\Non_face\image698.jpg,0.0
annotated_data\Non_face\image699.jpg,0.0
annotated_data\Non_face\image7.jpg,0.0
annotated_data\Non_face\image70.jpg,0.0
annotated_data\Non_face\image700.jpg,0.0
annotated_data\Non_face\image701.jpg,0.0
annotated_data\Non_face\image702.jpg,0.0
annotated_data\Non_face\image703.jpg,0.0
annotated_data\Non_face\image704.jpg,0.0
annotated_data\Non_face\image705.jpg,0.0
annotated_data\Non_face\image706.jpg,0.0
annotated_data\Non_face\image707.jpg,0.0
annotated_data\Non_face\image708.jpg,0.0
annotated_data\Non_face\image709.jpg,0.0
annotated_data\Non_face\image71.jpg,0.0
annotated_data\Non_face\image710.jpg,0.0
annotated_data\Non_face\image711.jpg,0.0
annotated_data\Non_face\image712.jpg,0.0
annotated_data\Non_face\image713.jpg,0.0
annotated_data\Non_face\image714.jpg,0.0
annotated_data\Non_face\image715.jpg,0.0
annotated_data\Non_face\image716.jpg,0.0
annotated_data\Non_face\image717.jpg,0.0
annotated_data\Non_face\image718.jpg,0.0
annotated_data\Non_face\image719.jpg,0.0
annotated_data\Non_face\image72.jpg,0.0
annotated_data\Non_face\image720.jpg,0.0
annotated_data\Non_face\image721.jpg,0.0
annotated_data\Non_face\image722.jpg,0.0
annotated_data\Non_face\image723.jpg,0.0
annotated_data\Non_face\image724.jpg,0.0
annotated_data\Non_face\image725.jpg,0.0
annotated_data\Non_face\image726.jpg,0.0
annotated_data\Non_face\image727.jpg,0.0
annotated_data\Non_face\image728.jpg,0.0
annotated_data\Non_face\image729.jpg,0.0
annotated_data\Non_face\image73.jpg,0.0
annotated_data\Non_face\image730.jpg,0.0
annotated_data\Non_face\image731.jpg,0.0
annotated_data\Non_face\image732.jpg,0.0
annotated_data\Non_face\image733.jpg,0.0
annotated_data\Non_face\image734.jpg,0.0
annotated_data\Non_face\image735.jpg,0.0
annotated_data\Non_face\image736.jpg,0.0
annotated_data\Non_face\image737.jpg,0.0
annotated_data\Non_face\image738.jpg,0.0
annotated_data\Non_face\image739.jpg,0.0
annotated_data\Non_face\image74.jpg,0.0
annotated_data\Non_face\image740.jpg,0.0
annotated_data\Non_face\image741.jpg,0.0
annotated_data\Non_face\image742.jpg,0.0
annotated_data\Non_face\image743.jpg,0.0
annotated_data\Non_face\image744.jpg,0.0
annotated_data\Non_face\image745.jpg,0.0
annotated_data\Non_face\image746.jpg,0.0
annotated_data\Non_face\image747.jpg,0.0
annotated_data\Non_face\image748.jpg,0.0
annotated_data\Non_face\image749.jpg,0.0
annotated_data\Non_face\image75.jpg,0.0
annotated_data\Non_face\image750.jpg,0.0
annotated_data\Non_face\image751.jpg,0.0
annotated_data\Non_face\image752.jpg,0.0
annotated_data\Non_face\image753.jpg,0.0
annotated_data\Non_face\image754.jpg,0.0
annotated_data\Non_face\image755.jpg,0.0
annotated_data\Non_face\image756.jpg,0.0
annotated_data\Non_face\image757.jpg,0.0
annotated_data\Non_face\image758.jpg,0.0
annotated_data\Non_face\image759.jpg,0.0
annotated_data\Non_face\image76.jpg,0.0
annotated_data\Non_face\image760.jpg,0.0
annotated_data\Non_face\image761.jpg,0.0
annotated_data\Non_face\image762.jpg,0.0
annotated_data\Non_face\image763.jpg,0.0
annotated_data\Non_face\image764.jpg,0.0
annotated_data\Non_face\image765.jpg,0.0
annotated_data\Non_face\image766.jpg,0.0
annotated_data\Non_face\image767.jpg,0.0
annotated_data\Non_face\image768.jpg,0.0
annotated_data\Non_face\image769.jpg,0.0
annotated_data\Non_face\image77.jpg,0.0
annotated_data\Non_face\image770.jpg,0.0
annotated_data\Non_face\image771.jpg,0.0
annotated_data\Non_face\image772.jpg,0.0
annotated_data\Non_face\image773.jpg,0.0
annotated_data\Non_face\image774.jpg,0.0
annotated_data\Non_face\image775.jpg,0.0
annotated_data\Non_face\image776.jpg,0.0
annotated_data\Non_face\image777.jpg,0.0
annotated_data\Non_face\image778.jpg,0.0
annotated_data\Non_face\image779.jpg,0.0
annotated_data\Non_face\image78.jpg,0.0
annotated_data\Non_face\image780.jpg,0.0
annotated_data\Non_face\image781.jpg,0.0
annotated_data\Non_face\image782.jpg,0.0
annotated_data\Non_face\image783.jpg,0.0
annotated_data\Non_face\image784.jpg,0.0
annotated_data\Non_face\image785.jpg,0.0
annotated_data\Non_face\image786.jpg,0.0
annotated_data\Non_face\image787.jpg,0.0
annotated_data\Non_face\image788.jpg,0.0
annotated_data\Non_face\image789.jpg,0.0
annotated_data\Non_face\image79.jpg,0.0
annotated_data\Non_face\image790.jpg,0.0
annotated_data\Non_face\image791.jpg,0.0
annotated_data\Non_face\image792.jpg,0.0
annotated_data\Non_face\image793.jpg,0.0
annotated_data\Non_face\image794.jpg,0.0
annotated_data\Non_face\image795.jpg,0.0
annotated_data\Non_face\image796.jpg,0.0
annotated_data\Non_face\image797.jpg,0.0
annotated_data\Non_face\image798.jpg,0.0
annotated_data\Non_face\image799.jpg,0.0
annotated_data\Non_face\image8.jpg,0.0
annotated_data\Non_face\image80.jpg,0.0
annotated_data\Non_face\image800.jpg,0.0
annotated_data\Non_face\image801.jpg,0.0
annotated_data\Non_face\image802.jpg,0.0
annotated_data\Non_face\image803.jpg,0.0
annotated_data\Non_face\image804.jpg,0.0
annotated_data\Non_face\image805.jpg,0.0
annotated_data\Non_face\image806.jpg,0.0
annotated_data\Non_face\image807.jpg,0.0
annotated_data\Non_face\image808.jpg,0.0
annotated_data\Non_face\image809.jpg,0.0
annotated_data\Non_face\image81.jpg,0.0
annotated_data\Non_face\image810.jpg,0.0
annotated_data\Non_face\image811.jpg,0.0
annotated_data\Non_face\image812.jpg,0.0
annotated_data\Non_face\image813.jpg,0.0
annotated_data\Non_face\image814.jpg,0.0
annotated_data\Non_face\image815.jpg,0.0
annotated_data\Non_face\image816.jpg,0.0
annotated_data\Non_face\image817.jpg,0.0
annotated_data\Non_face\image818.jpg,0.0
annotated_data\Non_face\image819.jpg,0.0
annotated_data\Non_face\image82.jpg,0.0
annotated_data\Non_face\image820.jpg,0.0
annotated_data\Non_face\image821.jpg,0.0
annotated_data\Non_face\image822.jpg,0.0
annotated_data\Non_face\image823.jpg,0.0
annotated_data\Non_face\image824.jpg,0.0
annotated_data\Non_face\image825.jpg,0.0
annotated_data\Non_face\image826.jpg,0.0
annotated_data\Non_face\image827.jpg,0.0
annotated_data\Non_face\image828.jpg,0.0
annotated_data\Non_face\image829.jpg,0.0
annotated_data\Non_face\image83.jpg,0.0
annotated_data\Non_face\image830.jpg,0.0
annotated_data\Non_face\image831.jpg,0.0
annotated_data\Non_face\image832.jpg,0.0
annotated_data\Non_face\image833.jpg,0.0
annotated_data\Non_face\image834.jpg,0.0
annotated_data\Non_face\image835.jpg,0.0
annotated_data\Non_face\image836.jpg,0.0
annotated_data\Non_face\image837.jpg,0.0
annotated_data\Non_face\image838.jpg,0.0
annotated_data\Non_face\image839.jpg,0.0
annotated_data\Non_face\image84.jpg,0.0
annotated_data\Non_face\image840.jpg,0.0
annotated_data\Non_face\image841.jpg,0.0
annotated_data\Non_face\image842.jpg,0.0
annotated_data\Non_face\image843.jpg,0.0
annotated_data\Non_face\image844.jpg,0.0
annotated_data\Non_face\image845.jpg,0.0
annotated_data\Non_face\image846.jpg,0.0
annotated_data\Non_face\image847.jpg,0.0
annotated_data\Non_face\image848.jpg,0.0
annotated_data\Non_face\image849.jpg,0.0
annotated_data\Non_face\image85.jpg,0.0
annotated_data\Non_face\image850.jpg,0.0
annotated_data\Non_face\image851.jpg,0.0
annotated_data\Non_face\image852.jpg,0.0
annotated_data\Non_face\image853.jpg,0.0
annotated_data\Non_face\image854.jpg,0.0
annotated_data\Non_face\image855.jpg,0.0
annotated_data\Non_face\image856.jpg,0.0
annotated_data\Non_face\image857.jpg,0.0
annotated_data\Non_face\image858.jpg,0.0
annotated_data\Non_face\image859.jpg,0.0
annotated_data\Non_face\image86.jpg,0.0
annotated_data\Non_face\image860.jpg,0.0
annotated_data\Non_face\image861.jpg,0.0
annotated_data\Non_face\image862.jpg,0.0
annotated_data\Non_face\image863.jpg,0.0
annotated_data\Non_face\image864.jpg,0.0
annotated_data\Non_face\image865.jpg,0.0
annotated_data\Non_face\image866.jpg,0.0
annotated_data\Non_face\image867.jpg,0.0
annotated_data\Non_face\image868.jpg,0.0
annotated_data\Non_face\image869.jpg,0.0
annotated_data\Non_face\image87.jpg,0.0
annotated_data\Non_face\image870.jpg,0.0
annotated_data\Non_face\image871.jpg,0.0
annotated_data\Non_face\image872.jpg,0.0
annotated_data\Non_face\image873.jpg,0.0
annotated_data\Non_face\image874.jpg,0.0
annotated_data\Non_face\image875.jpg,0.0
annotated_data\Non_face\image876.jpg,0.0
annotated_data\Non_face\image877.jpg,0.0
annotated_data\Non_face\image878.jpg,0.0
annotated_data\Non_face\image879.jpg,0.0
annotated_data\Non_face\image88.jpg,0.0
annotated_data\Non_face\image880.jpg,0.0
annotated_data\Non_face\image881.jpg,0.0
annotated_data\Non_face\image882.jpg,0.0
annotated_data\Non_face\image883.jpg,0.0
annotated_data\Non_face\image884.jpg,0.0
annotated_data\Non_face\image885.jpg,0.0
annotated_data\Non_face\image886.jpg,0.0
annotated_data\Non_face\image887.jpg,0.0
annotated_data\Non_face\image888.jpg,0.0
annotated_data\Non_face\image889.jpg,0.0
annotated_data\Non_face\image89.jpg,0.0
annotated_data\Non_face\image890.jpg,0.0
annotated_data\Non_face\image891.jpg,0.0
annotated_data\Non_face\image892.jpg,0.0
annotated_data\Non_face\image893.jpg,0.0
annotated_data\Non_face\image894.jpg,0.0
annotated_data\Non_face\image895.jpg,0.0
annotated_data\Non_face\image896.jpg,0.0
annotated_data\Non_face\image897.jpg,0.0
annotated_data\Non_face\image898.jpg,0.0
annotated_data\Non_face\image899.jpg,0.0
annotated_data\Non_face\image9.jpg,0.0
annotated_data\Non_face\image90.jpg,0.0
annotated_data\Non_face\image900.jpg,0.0
annotated_data\Non_face\image901.jpg,0.0
annotated_data\Non_face\image902.jpg,0.0
annotated_data\Non_face\image903.jpg,0.0
annotated_data\Non_face\image904.jpg,0.0
annotated_data\Non_face\image905.jpg,0.0
annotated_data\Non_face\image906.jpg,0.0
annotated_data\Non_face\image907.jpg,0.0
annotated_data\Non_face\image908.jpg,0.0
annotated_data\Non_face\image909.jpg,0.0
annotated_data\Non_face\image91.jpg,0.0
annotated_data\Non_face\image910.jpg,0.0
annotated_data\Non_face\image911.jpg,0.0
annotated_data\Non_face\image912.jpg,0.0
annotated_data\Non_face\image913.jpg,0.0
annotated_data\Non_face\image914.jpg,0.0
annotated_data\Non_face\image915.jpg,0.0
annotated_data\Non_face\image916.jpg,0.0
annotated_data\Non_face\image917.jpg,0.0
annotated_data\Non_face\image918.jpg,0.0
annotated_data\Non_face\image919.jpg,0.0
annotated_data\Non_face\image92.jpg,0.0
annotated_data\Non_face\image920.jpg,0.0
annotated_data\Non_face\image921.jpg,0.0
annotated_data\Non_face\image922.jpg,0.0
annotated_data\Non_face\image923.jpg,0.0
annotated_data\Non_face\image924.jpg,0.0
annotated_data\Non_face\image925.jpg,0.0
annotated_data\Non_face\image926.jpg,0.0
annotated_data\Non_face\image927.jpg,0.0
annotated_data\Non_face\image928.jpg,0.0
annotated_data\Non_face\image929.jpg,0.0
annotated_data\Non_face\image93.jpg,0.0
annotated_data\Non_face\image930.jpg,0.0
annotated_data\Non_face\image931.jpg,0.0
annotated_data\Non_face\image932.jpg,0.0
annotated_data\Non_face\image933.jpg,0.0
annotated_data\Non_face\image934.jpg,0.0
annotated_data\Non_face\image935.jpg,0.0
annotated_data\Non_face\image936.jpg,0.0
annotated_data\Non_face\image937.jpg,0.0
annotated_data\Non_face\image938.jpg,0.0
annotated_data\Non_face\image939.jpg,0.0
annotated_data\Non_face\image94.jpg,0.0
annotated_data\Non_face\image940.jpg,0.0
annotated_data\Non_face\image941.jpg,0.0
annotated_data\Non_face\image942.jpg,0.0
annotated_data\Non_face\image943.jpg,0.0
annotated_data\Non_face\image944.jpg,0.0
annotated_data\Non_face\image945.jpg,0.0
annotated_data\Non_face\image946.jpg,0.0
annotated_data\Non_face\image947.jpg,0.0
annotated_data\Non_face\image948.jpg,0.0
annotated_data\Non_face\image949.jpg,0.0
annotated_data\Non_face\image95.jpg,0.0
annotated_data\Non_face\image950.jpg,0.0
annotated_data\Non_face\image951.jpg,0.0
annotated_data\Non_face\image952.jpg,0.0
annotated_data\Non_face\image953.jpg,0.0
annotated_data\Non_face\image954.jpg,0.0
annotated_data\Non_face\image955.jpg,0.0
annotated_data\Non_face\image956.jpg,0.0
annotated_data\Non_face\image957.jpg,0.0
annotated_data\Non_face\image958.jpg,0.0
annotated_data\Non_face\image959.jpg,0.0
annotated_data\Non_face\image96.jpg,0.0
annotated_data\Non_face\image960.jpg,0.0
annotated_data\Non_face\image961.jpg,0.0
annotated_data\Non_face\image962.jpg,0.0
annotated_data\Non_face\image963.jpg,0.0
annotated_data\Non_face\image964.jpg,0.0
annotated_data\Non_face\image965.jpg,0.0
annotated_data\Non_face\image966.jpg,0.0
annotated_data\Non_face\image967.jpg,0.0
annotated_data\Non_face\image968.jpg,0.0
annotated_data\Non_face\image969.jpg,0.0
annotated_data\Non_face\image97.jpg,0.0
annotated_data\Non_face\image970.jpg,0.0
annotated_data\Non_face\image971.jpg,0.0
annotated_data\Non_face\image972.jpg,0.0
annotated_data\Non_face\image973.jpg,0.0
annotated_data\Non_face\image974.jpg,0.0
annotated_data\Non_face\image975.jpg,0.0
annotated_data\Non_face\image976.jpg,0.0
annotated_data\Non_face\image977.jpg,0.0
annotated_data\Non_face\image978.jpg,0.0
annotated_data\Non_face\image979.jpg,0.0
annotated_data\Non_face\image98.jpg,0.0
annotated_data\Non_face\image980.jpg,0.0
annotated_data\Non_face\image981.jpg,0.0
annotated_data\Non_face\image982.jpg,0.0
annotated_data\Non_face\image983.jpg,0.0
annotated_data\Non_face\image984.jpg,0.0
annotated_data\Non_face\image985.jpg,0.0
annotated_data\Non_face\image986.jpg,0.0
annotated_data\Non_face\image987.jpg,0.0
annotated_data\Non_face\image988.jpg,0.0
annotated_data\Non_face\image989.jpg,0.0
annotated_data\Non_face\image99.jpg,0.0
annotated_data\Non_face\image990.jpg,0.0
annotated_data\Non_face\image991.jpg,0.0
annotated_data\Non_face\image992.jpg,0.0
annotated_data\Non_face\image993.jpg,0.0
annotated_data\Non_face\image994.jpg,0.0
annotated_data\Non_face\image995.jpg,0.0
annotated_data\Non_face\image996.jpg,0.0
annotated_data\Non_face\image997.jpg,0.0
annotated_data\Non_face\image998.jpg,0.0
annotated_data\Non_face\image999.jpg,0.0
